survived,pclass,sex,age,sibsp,parch,ticket,fare,cabin,embarked
0.0,3.0,female,22.0,0.0,0.0,3101295,39.6875,,S
0.0,3.0,male,28.0,0.0,0.0,347464,7.8542,,S
0.0,3.0,female,,0.0,4.0,4133,25.4667,,S
0.0,2.0,male,18.0,0.0,0.0,231945,11.5,,S
1.0,2.0,female,1.0,1.0,2.0,SC/Paris 2123,41.5792,,C
0.0,3.0,male,74.0,0.0,0.0,347060,7.775,,S
1.0,1.0,female,58.0,0.0,1.0,PC 17755,512.3292,B51 B53 B55,C
0.0,3.0,male,18.5,0.0,0.0,2682,7.2292,,C
0.0,3.0,male,18.0,0.0,0.0,347090,7.75,,S
1.0,3.0,female,27.0,0.0,2.0,347742,11.1333,,S
0.0,1.0,male,31.0,0.0,0.0,PC 17590,50.4958,A24,S
1.0,1.0,male,24.0,1.0,0.0,21228,82.2667,B45,S
0.0,1.0,male,51.0,0.0,1.0,PC 17597,61.3792,,C
0.0,3.0,male,20.0,0.0,0.0,315094,8.6625,,S
0.0,3.0,male,21.0,0.0,0.0,342684,8.05,,S
0.0,3.0,male,22.0,0.0,0.0,324669,8.05,,S
0.0,2.0,male,18.0,0.0,0.0,S.O.C. 14879,73.5,,S
1.0,1.0,male,49.0,0.0,0.0,112058,0.0,B52 B54 B56,S
0.0,2.0,male,,0.0,0.0,SC/A.3 2861,15.5792,,C
0.0,3.0,female,,1.0,0.0,2689,14.4583,,C
1.0,2.0,female,40.0,0.0,0.0,C.A. 33595,15.75,,S
1.0,3.0,female,36.0,1.0,0.0,345572,17.4,,S
0.0,3.0,male,19.0,0.0,0.0,347069,7.775,,S
0.0,3.0,male,,0.0,0.0,349255,7.8958,,C
0.0,3.0,male,23.0,0.0,0.0,SOTON/O.Q. 3101309,7.05,,S
0.0,3.0,male,,0.0,0.0,7935,7.75,,Q
0.0,3.0,male,33.0,0.0,0.0,347062,7.775,,S
0.0,1.0,male,17.0,0.0,0.0,113059,47.1,,S
1.0,3.0,male,,0.0,0.0,1601,56.4958,,S
0.0,3.0,male,40.5,0.0,2.0,A/5. 851,14.5,,S
0.0,3.0,male,,0.0,0.0,A/4. 34244,7.25,,S
1.0,2.0,female,2.0,1.0,1.0,26360,26.0,,S
0.0,3.0,male,23.0,0.0,0.0,7267,9.225,,S
0.0,3.0,male,42.0,0.0,0.0,315088,8.6625,,S
0.0,3.0,male,,0.0,0.0,349220,7.8958,,S
1.0,2.0,male,22.0,0.0,0.0,W./C. 14260,10.5,,S
1.0,1.0,male,25.0,1.0,0.0,11967,91.0792,B49,C
1.0,1.0,female,35.0,0.0,0.0,PC 17755,512.3292,,C
0.0,3.0,male,,0.0,0.0,315037,8.6625,,S
0.0,2.0,male,54.0,0.0,0.0,29011,14.0,,S
1.0,2.0,male,,0.0,0.0,244373,13.0,,S
0.0,3.0,male,,0.0,0.0,2647,7.225,,C
0.0,3.0,male,25.0,0.0,0.0,36864,7.7417,,Q
1.0,1.0,female,45.0,1.0,0.0,11753,52.5542,D19,S
0.0,3.0,female,,0.0,0.0,W./C. 6609,7.55,,S
0.0,3.0,female,45.0,1.0,4.0,347088,27.9,,S
0.0,3.0,male,4.0,3.0,2.0,347088,27.9,,S
0.0,2.0,male,35.0,0.0,0.0,28206,10.5,,S
1.0,1.0,male,60.0,1.0,1.0,13567,79.2,B41,C
1.0,3.0,female,,0.0,0.0,36866,7.7375,,Q
0.0,1.0,male,49.0,0.0,0.0,19924,26.0,,S
1.0,1.0,female,53.0,0.0,0.0,PC 17606,27.4458,,C
1.0,1.0,female,43.0,0.0,1.0,24160,211.3375,B3,S
1.0,3.0,female,31.0,1.0,1.0,363291,20.525,,S
0.0,3.0,male,31.0,0.0,0.0,335097,7.75,,Q
0.0,3.0,female,3.0,1.0,1.0,SOTON/O.Q. 3101315,13.775,,S
1.0,3.0,male,26.0,0.0,0.0,347070,7.775,,S
1.0,3.0,female,14.0,1.0,0.0,2651,11.2417,,C
1.0,2.0,female,42.0,0.0,0.0,236852,13.0,,S
1.0,2.0,female,30.0,0.0,0.0,234818,12.35,,Q
1.0,1.0,female,17.0,1.0,0.0,PC 17758,108.9,C65,C
0.0,3.0,male,36.0,0.0,0.0,LINE,0.0,,S
0.0,2.0,male,34.0,1.0,0.0,31027,21.0,,S
1.0,1.0,male,11.0,1.0,2.0,113760,120.0,B96 B98,S
0.0,3.0,female,,1.0,2.0,W./C. 6607,23.45,,S
0.0,2.0,male,32.5,1.0,0.0,237736,30.0708,,C
1.0,1.0,male,80.0,0.0,0.0,27042,30.0,A23,S
1.0,3.0,male,,1.0,1.0,2661,15.2458,,C
0.0,3.0,male,26.0,1.0,2.0,C.A. 2315,20.575,,S
0.0,3.0,male,42.0,0.0,0.0,348121,7.65,F G63,S
0.0,3.0,male,43.0,0.0,0.0,349226,7.8958,,S
0.0,1.0,male,33.0,0.0,0.0,695,5.0,B51 B53 B55,S
1.0,3.0,female,24.0,0.0,2.0,PP 9549,16.7,G6,S
0.0,3.0,female,18.0,0.0,0.0,330963,7.8792,,Q
1.0,3.0,male,,2.0,0.0,367226,23.25,,Q
0.0,2.0,male,31.0,1.0,1.0,S.C./PARIS 2079,37.0042,,C
0.0,2.0,female,30.0,0.0,0.0,237249,13.0,,S
0.0,3.0,male,16.0,1.0,3.0,W./C. 6608,34.375,,S
0.0,2.0,male,,0.0,0.0,239854,0.0,,S
0.0,2.0,male,30.0,1.0,1.0,250651,26.0,,S
1.0,3.0,female,26.0,0.0,0.0,STON/O2. 3101282,7.925,,S
0.0,3.0,female,27.0,1.0,0.0,STON/O2. 3101270,7.925,,S
1.0,2.0,female,15.0,0.0,2.0,29750,39.0,,S
0.0,2.0,male,52.0,0.0,0.0,248731,13.5,,S
0.0,3.0,male,33.0,0.0,0.0,349257,7.8958,,S
0.0,3.0,male,30.5,0.0,0.0,364499,8.05,,S
0.0,2.0,female,22.0,0.0,0.0,F.C.C. 13534,21.0,,S
0.0,2.0,male,28.0,0.0,0.0,244358,26.0,,S
1.0,1.0,female,30.0,0.0,0.0,12749,93.5,B73,S
0.0,3.0,male,,0.0,0.0,2652,7.2292,,C
1.0,3.0,female,2.0,0.0,1.0,3101298,12.2875,,S
1.0,2.0,female,25.0,1.0,1.0,237789,30.0,,S
0.0,3.0,male,,0.0,0.0,A/5 1478,8.05,,S
0.0,3.0,male,19.0,0.0,0.0,LINE,0.0,,S
1.0,3.0,male,,0.0,0.0,383162,7.75,,Q
0.0,2.0,male,27.0,0.0,0.0,244358,26.0,,S
0.0,3.0,male,40.0,1.0,5.0,347077,31.3875,,S
0.0,3.0,male,,0.0,0.0,2684,7.225,,C
1.0,1.0,female,48.0,1.0,1.0,13567,79.2,B41,C
1.0,3.0,male,39.0,0.0,0.0,STON/O 2. 3101289,7.925,,S
0.0,3.0,male,,0.0,0.0,392092,8.05,,S
0.0,3.0,male,,1.0,2.0,W./C. 6607,23.45,,S
0.0,3.0,male,22.0,0.0,0.0,A/5 21174,7.25,,S
0.0,1.0,male,36.0,0.0,0.0,13049,40.125,A10,C
1.0,1.0,female,,1.0,0.0,PC 17611,133.65,,S
0.0,1.0,male,32.5,0.0,0.0,113503,211.5,C132,C
0.0,3.0,male,45.5,0.0,0.0,2628,7.225,,C
0.0,3.0,male,26.0,0.0,0.0,349224,7.8958,,S
0.0,2.0,male,51.0,0.0,0.0,S.O.P. 1166,12.525,,S
1.0,3.0,male,20.0,1.0,1.0,2653,15.7417,,C
0.0,3.0,male,35.0,0.0,0.0,349230,7.8958,,S
1.0,2.0,female,34.0,1.0,1.0,28220,32.5,,S
0.0,3.0,male,19.0,0.0,0.0,323951,8.05,,S
0.0,3.0,female,35.0,0.0,0.0,9232,7.75,,Q
1.0,1.0,male,,0.0,0.0,PC 17607,39.6,,S
0.0,2.0,male,,0.0,0.0,239853,0.0,,S
0.0,3.0,male,24.0,0.0,0.0,343275,8.05,,S
0.0,3.0,female,19.0,1.0,0.0,376566,16.1,,S
0.0,2.0,female,26.0,1.0,1.0,250651,26.0,,S
1.0,2.0,female,29.0,0.0,2.0,29103,23.0,,S
0.0,3.0,female,,0.0,0.0,370368,7.75,,Q
0.0,3.0,male,18.0,2.0,2.0,W./C. 6608,34.375,,S
0.0,3.0,male,22.0,0.0,0.0,14973,8.05,,S
0.0,3.0,male,32.0,0.0,0.0,STON/O 2. 3101292,7.925,,S
0.0,3.0,male,34.0,1.0,1.0,347080,14.4,,S
0.0,3.0,male,20.0,0.0,0.0,SOTON/O2 3101287,7.925,,S
0.0,3.0,male,,0.0,0.0,349253,7.8958,,C
0.0,2.0,male,30.0,0.0,0.0,250653,13.0,,S
1.0,1.0,male,43.0,1.0,0.0,17765,27.7208,D40,C
0.0,3.0,female,22.0,0.0,0.0,7552,10.5167,,S
0.0,3.0,male,27.0,0.0,0.0,349229,7.8958,,S
0.0,2.0,male,43.0,0.0,1.0,S.O./P.P. 2,21.0,,S
1.0,3.0,male,29.0,0.0,0.0,345779,9.5,,S
1.0,3.0,male,,1.0,1.0,2668,22.3583,,C
0.0,3.0,male,30.0,0.0,0.0,2694,7.225,,C
0.0,3.0,male,20.0,0.0,0.0,2648,4.0125,,C
0.0,2.0,male,42.0,1.0,1.0,28220,32.5,,S
0.0,3.0,male,27.0,0.0,0.0,2670,7.225,,C
0.0,3.0,male,7.0,4.0,1.0,3101295,39.6875,,S
0.0,2.0,male,16.0,0.0,0.0,S.O./P.P. 3,10.5,,S
0.0,3.0,male,23.5,0.0,0.0,2693,7.2292,,C
0.0,1.0,male,55.0,1.0,1.0,12749,93.5,B69,S
1.0,3.0,female,,0.0,0.0,342712,8.05,,S
0.0,3.0,male,34.0,0.0,0.0,3101264,6.4958,,S
1.0,3.0,female,,0.0,0.0,370375,7.75,,Q
0.0,3.0,male,20.0,0.0,0.0,2679,7.225,,C
0.0,1.0,male,23.0,0.0,0.0,12749,93.5,B24,S
0.0,2.0,male,26.0,0.0,0.0,237670,13.0,,S
0.0,3.0,male,,0.0,0.0,370377,7.75,,Q
1.0,3.0,female,,0.0,0.0,330919,7.8292,,Q
0.0,3.0,female,,1.0,0.0,370371,15.5,,Q
1.0,3.0,female,30.0,0.0,0.0,382650,6.95,,Q
0.0,3.0,male,7.0,4.0,1.0,382652,29.125,,Q
0.0,1.0,male,36.0,1.0,0.0,19877,78.85,C46,S
0.0,2.0,male,26.0,0.0,0.0,248659,13.0,,S
1.0,3.0,male,25.0,0.0,0.0,348122,7.65,F G63,S
1.0,3.0,female,22.0,0.0,0.0,7548,8.9625,,S
1.0,1.0,female,45.0,1.0,1.0,36928,164.8667,,S
1.0,2.0,female,,0.0,0.0,248727,33.0,,S
0.0,3.0,male,,0.0,0.0,1601,56.4958,,S
0.0,2.0,female,24.0,0.0,0.0,248747,13.0,,S
0.0,1.0,male,36.0,0.0,0.0,13050,75.2417,C6,C
1.0,2.0,female,5.0,1.0,2.0,C.A. 34651,27.75,,S
0.0,3.0,male,,8.0,2.0,CA. 2343,69.55,,S
0.0,3.0,male,21.0,0.0,0.0,350029,7.8542,,S
0.0,3.0,male,20.0,0.0,0.0,347466,7.8542,,S
0.0,2.0,male,24.0,2.0,0.0,S.O.C. 14879,73.5,,S
1.0,2.0,female,26.0,0.0,0.0,220844,13.5,,S
0.0,3.0,male,,0.0,0.0,349214,7.8958,,S
1.0,3.0,female,23.0,0.0,0.0,SOTON/OQ 392083,8.05,,S
1.0,1.0,male,,0.0,0.0,F.C. 12998,25.7417,,C
0.0,2.0,male,25.0,0.0,0.0,C.A. 31029,31.5,,S
0.0,3.0,female,25.0,1.0,0.0,STON/O2. 3101271,7.925,,S
0.0,1.0,male,55.0,0.0,0.0,113787,30.5,C30,S
0.0,3.0,female,30.5,0.0,0.0,364850,7.75,,Q
0.0,3.0,male,,0.0,0.0,345777,9.5,,S
1.0,3.0,female,33.0,3.0,0.0,3101278,15.85,,S
0.0,3.0,male,30.0,0.0,0.0,C 7076,7.25,,S
0.0,3.0,female,18.0,2.0,0.0,345764,18.0,,S
0.0,3.0,male,,0.0,0.0,2681,6.4375,,C
1.0,3.0,male,,0.0,0.0,367228,7.75,,Q
0.0,2.0,male,,0.0,0.0,239853,0.0,,S
0.0,3.0,female,14.5,1.0,0.0,2665,14.4542,,C
0.0,3.0,male,40.0,0.0,0.0,2623,7.225,,C
0.0,3.0,male,21.0,1.0,0.0,3101266,6.4958,,S
1.0,1.0,male,35.0,0.0,0.0,111426,26.55,,C
0.0,3.0,female,41.0,0.0,2.0,370129,20.2125,,S
0.0,2.0,male,36.0,0.0,0.0,242963,13.0,,S
1.0,2.0,female,4.0,2.0,1.0,230136,39.0,F4,S
1.0,3.0,female,16.0,0.0,0.0,348125,7.65,,S
0.0,3.0,male,,0.0,0.0,368573,7.75,,Q
1.0,2.0,female,20.0,0.0,0.0,C.A. 33112,36.75,,S
1.0,2.0,male,31.0,0.0,0.0,244270,13.0,,S
0.0,3.0,male,24.0,0.0,0.0,342441,8.05,,S
0.0,2.0,male,61.0,0.0,0.0,235509,12.35,,Q
1.0,2.0,female,25.0,0.0,1.0,230433,26.0,,S
0.0,3.0,male,29.0,0.0,0.0,343276,8.05,,S
1.0,1.0,female,48.0,0.0,0.0,17466,25.9292,D17,S
0.0,2.0,male,24.0,0.0,0.0,C.A. 29566,10.5,,S
0.0,2.0,male,33.0,0.0,0.0,SCO/W 1585,12.275,,S
0.0,3.0,male,,0.0,0.0,349254,7.8958,,C
1.0,1.0,female,39.0,0.0,0.0,PC 17758,108.9,C105,C
0.0,2.0,male,30.0,1.0,0.0,P/PP 3381,24.0,,C
1.0,3.0,male,20.0,0.0,0.0,SOTON/O2 3101284,7.925,,S
0.0,1.0,male,,0.0,0.0,PC 17483,221.7792,C95,S
0.0,3.0,male,27.0,0.0,0.0,350408,7.8542,,S
0.0,2.0,male,26.0,0.0,0.0,31028,10.5,,S
0.0,1.0,male,30.0,0.0,0.0,113801,45.5,,S
1.0,2.0,female,20.0,1.0,0.0,236853,26.0,,S
1.0,1.0,male,0.9167,1.0,2.0,113781,151.55,C22 C26,S
1.0,1.0,female,19.0,0.0,2.0,11752,26.2833,D47,S
0.0,3.0,male,,1.0,1.0,A/5. 851,14.5,,S
0.0,1.0,male,19.0,3.0,2.0,19950,263.0,C23 C25 C27,S
1.0,1.0,male,56.0,0.0,0.0,13213,35.5,A26,C
1.0,1.0,male,37.0,1.0,1.0,11751,52.5542,D35,S
0.0,3.0,male,28.0,0.0,0.0,349243,7.8958,,S
0.0,3.0,female,2.0,1.0,1.0,370129,20.2125,,S
0.0,2.0,male,28.0,0.0,1.0,248727,33.0,,S
1.0,2.0,female,4.0,1.0,1.0,29103,23.0,,S
0.0,2.0,male,39.0,0.0,0.0,28213,13.0,,S
0.0,2.0,male,,0.0,0.0,SC/PARIS 2131,15.05,,C
1.0,1.0,male,53.0,0.0,0.0,113780,28.5,C51,C
0.0,3.0,male,21.0,0.0,0.0,2692,7.225,,C
0.0,3.0,female,20.0,1.0,0.0,4136,9.825,,S
0.0,1.0,male,39.0,0.0,0.0,112050,0.0,A36,S
1.0,1.0,female,39.0,0.0,0.0,24160,211.3375,,S
0.0,3.0,male,33.0,1.0,1.0,363291,20.525,,S
0.0,1.0,male,48.0,0.0,0.0,PC 17591,50.4958,B10,C
0.0,1.0,male,,0.0,0.0,112058,0.0,B102,S
1.0,1.0,female,18.0,0.0,2.0,110413,79.65,E68,S
0.0,1.0,male,,0.0,0.0,113778,26.55,D34,S
1.0,3.0,female,1.0,1.0,1.0,347742,11.1333,,S
1.0,2.0,male,26.0,1.0,1.0,248738,29.0,,S
1.0,1.0,female,36.0,1.0,2.0,113760,120.0,B96 B98,S
0.0,3.0,male,22.0,0.0,0.0,A/5 21172,7.25,,S
1.0,1.0,male,30.0,1.0,0.0,13236,57.75,C78,C
0.0,3.0,male,,0.0,0.0,349223,7.8958,,S
1.0,1.0,female,30.0,0.0,0.0,36928,164.8667,C7,S
0.0,3.0,male,,0.0,0.0,C.A. 6212,15.1,,S
1.0,3.0,female,1.0,1.0,1.0,PP 9549,16.7,G6,S
0.0,3.0,male,,0.0,0.0,2673,7.2292,,C
0.0,3.0,male,,0.0,0.0,C.A. 49867,7.55,,S
1.0,2.0,female,54.0,1.0,3.0,29105,23.0,,S
1.0,3.0,female,,0.0,0.0,14311,7.75,,Q
1.0,3.0,male,29.0,0.0,0.0,382651,7.75,,Q
0.0,3.0,female,37.0,0.0,0.0,368364,7.75,,Q
1.0,1.0,female,33.0,1.0,0.0,113806,53.1,E8,S
0.0,3.0,male,39.0,0.0,0.0,3101296,7.925,,S
0.0,3.0,male,,0.0,0.0,359309,8.05,,S
1.0,1.0,male,,0.0,0.0,19947,35.5,C52,S
1.0,1.0,female,41.0,0.0,0.0,16966,134.5,E40,C
0.0,3.0,male,,0.0,0.0,374910,8.05,,S
0.0,3.0,male,30.0,0.0,0.0,2685,7.2292,,C
0.0,2.0,male,40.0,0.0,0.0,239059,16.0,,S
0.0,3.0,male,33.0,0.0,0.0,A./5. 3338,8.05,,S
1.0,2.0,male,8.0,1.0,1.0,C.A. 33112,36.75,,S
0.0,2.0,male,47.0,0.0,0.0,C.A. 30769,10.5,,S
0.0,3.0,male,25.0,1.0,0.0,347076,7.775,,S
0.0,3.0,female,3.0,3.0,1.0,349909,21.075,,S
1.0,3.0,female,,0.0,0.0,335677,7.75,,Q
0.0,1.0,male,50.0,1.0,0.0,13507,55.9,E44,S
1.0,1.0,female,39.0,1.0,1.0,17421,110.8833,C68,C
1.0,1.0,female,36.0,0.0,2.0,WE/P 5735,71.0,B22,S
0.0,3.0,male,,0.0,0.0,330979,7.8292,,Q
1.0,2.0,female,24.0,2.0,3.0,29106,18.75,,S
1.0,1.0,female,22.0,0.0,1.0,113509,61.9792,B36,C
1.0,1.0,female,54.0,1.0,0.0,PC 17603,59.4,,C
1.0,2.0,female,41.0,0.0,1.0,250644,19.5,,S
1.0,1.0,female,23.0,1.0,0.0,35273,113.275,D36,C
1.0,1.0,male,31.0,1.0,0.0,17474,57.0,B20,S
0.0,3.0,male,31.0,0.0,0.0,21332,7.7333,,Q
1.0,3.0,male,,0.0,0.0,2677,7.2292,,C
0.0,3.0,female,17.0,0.0,0.0,AQ/3. 30631,7.7333,,Q
0.0,1.0,male,42.0,0.0,0.0,17475,26.55,,S
1.0,1.0,female,52.0,1.0,1.0,12749,93.5,B69,S
0.0,1.0,male,47.0,0.0,0.0,110465,52.0,C110,S
1.0,1.0,female,26.0,0.0,0.0,19877,78.85,,S
0.0,3.0,female,31.0,1.0,0.0,345763,18.0,,S
0.0,3.0,female,29.0,0.0,4.0,349909,21.075,,S
1.0,2.0,female,24.0,1.0,0.0,244367,26.0,,S
1.0,3.0,male,44.0,0.0,0.0,STON/O 2. 3101269,7.925,,S
0.0,1.0,male,42.0,1.0,0.0,113789,52.0,,S
0.0,1.0,male,50.0,1.0,1.0,113503,211.5,C80,C
0.0,2.0,male,47.0,0.0,0.0,237565,15.0,,S
0.0,3.0,male,32.0,0.0,0.0,STON/O 2. 3101293,7.925,,S
1.0,2.0,female,8.0,0.0,2.0,C.A. 31921,26.25,,S
0.0,3.0,male,28.0,0.0,0.0,1601,56.4958,,S
1.0,1.0,female,35.0,1.0,0.0,113803,53.1,C123,S
0.0,1.0,male,62.0,0.0,0.0,113807,26.55,,S
1.0,3.0,female,23.0,0.0,0.0,CA. 2314,7.55,,S
0.0,3.0,male,10.0,3.0,2.0,347088,27.9,,S
1.0,2.0,female,34.0,0.0,1.0,231919,23.0,,S
1.0,3.0,female,0.1667,1.0,2.0,C.A. 2315,20.575,,S
0.0,1.0,male,45.0,0.0,0.0,113050,26.55,B38,S
0.0,3.0,male,47.0,0.0,0.0,A/5 3902,7.25,,S
1.0,2.0,female,29.0,1.0,0.0,26707,26.0,,S
,,,,,,,,,
0.0,3.0,male,,0.0,0.0,376563,8.05,,S
0.0,3.0,female,24.0,0.0,0.0,368702,7.75,,Q
1.0,3.0,female,17.0,4.0,2.0,3101281,7.925,,S
0.0,1.0,male,,0.0,0.0,112051,0.0,,S
1.0,3.0,male,,0.0,0.0,65306,8.1125,,S
0.0,3.0,male,43.0,0.0,0.0,C 7075,6.45,,S
0.0,3.0,male,30.0,1.0,0.0,A/5. 3336,16.1,,S
0.0,3.0,male,,8.0,2.0,CA. 2343,69.55,,S
0.0,2.0,male,44.0,1.0,0.0,26707,26.0,,S
1.0,2.0,female,48.0,1.0,2.0,220845,65.0,,S
0.0,2.0,male,27.0,0.0,0.0,220367,13.0,,S
0.0,2.0,male,16.0,0.0,0.0,239865,26.0,,S
0.0,1.0,male,30.0,0.0,0.0,110469,26.0,C106,S
0.0,3.0,female,45.0,0.0,0.0,347073,7.75,,S
1.0,3.0,female,,0.0,0.0,330932,7.7875,,Q
0.0,2.0,male,21.0,0.0,0.0,236854,13.0,,S
1.0,1.0,female,31.0,0.0,0.0,16966,134.5,E39 E41,C
1.0,3.0,male,32.0,0.0,0.0,350403,7.5792,,S
1.0,1.0,female,22.0,0.0,0.0,113781,151.55,,S
1.0,3.0,female,35.0,1.0,1.0,C.A. 2673,20.25,,S
1.0,3.0,male,16.0,0.0,0.0,SOTON/OQ 392089,8.05,,S
1.0,1.0,female,60.0,1.0,4.0,19950,263.0,C23 C25 C27,S
0.0,3.0,male,70.5,0.0,0.0,370369,7.75,,Q
1.0,3.0,male,36.5,1.0,0.0,345572,17.4,,S
1.0,1.0,female,32.0,0.0,0.0,11813,76.2917,D15,C
1.0,1.0,female,15.0,0.0,1.0,24160,211.3375,B5,S
0.0,3.0,male,47.0,0.0,0.0,345765,9.0,,S
0.0,3.0,male,21.0,0.0,0.0,A./5. 2152,8.05,,S
0.0,3.0,male,32.0,1.0,0.0,3101278,15.85,,S
0.0,3.0,male,28.0,0.0,0.0,350042,7.7958,,S
0.0,2.0,male,19.0,0.0,0.0,28424,13.0,,S
0.0,2.0,male,30.0,0.0,0.0,W/C 14208,10.5,,S
0.0,2.0,male,24.0,0.0,0.0,233866,13.0,,S
0.0,3.0,male,34.0,0.0,0.0,363294,8.05,,S
0.0,2.0,male,31.0,0.0,0.0,C.A. 18723,10.5,,S
0.0,2.0,male,30.0,0.0,0.0,250646,13.0,,S
1.0,1.0,female,39.0,1.0,1.0,110413,79.65,E67,S
1.0,1.0,female,33.0,0.0,0.0,PC 17613,27.7208,A11,C
1.0,1.0,female,23.0,3.0,2.0,19950,263.0,C23 C25 C27,S
0.0,3.0,male,,0.0,0.0,36865,7.7375,,Q
0.0,1.0,male,,0.0,0.0,17463,51.8625,E46,S
0.0,3.0,male,11.5,1.0,1.0,A/5. 851,14.5,,S
1.0,2.0,female,24.0,1.0,2.0,220845,65.0,,S
0.0,3.0,male,,1.0,0.0,65304,19.9667,,S
1.0,2.0,female,17.0,0.0,0.0,SO/C 14885,10.5,,S
1.0,3.0,female,16.0,0.0,0.0,367231,7.75,,Q
0.0,3.0,male,20.5,0.0,0.0,A/5 21173,7.25,,S
1.0,1.0,female,21.0,0.0,0.0,113795,26.55,,S
0.0,2.0,male,23.0,0.0,0.0,C.A. 31030,10.5,,S
1.0,3.0,female,,1.0,0.0,386525,16.1,,S
0.0,3.0,male,,0.0,0.0,374746,8.05,,S
1.0,3.0,female,18.0,0.0,0.0,347066,7.775,,S
0.0,3.0,male,,0.0,0.0,366713,7.75,,Q
1.0,2.0,female,33.0,1.0,2.0,C.A. 34651,27.75,,S
0.0,3.0,male,,0.0,0.0,S.C./A.4. 23567,8.05,,S
1.0,1.0,male,6.0,0.0,2.0,16966,134.5,E34,C
1.0,2.0,female,29.0,0.0,0.0,C.A. 29395,10.5,F33,S
0.0,3.0,male,39.0,0.0,2.0,2675,7.2292,,C
0.0,3.0,male,36.0,0.0,0.0,345771,9.5,,S
1.0,1.0,male,27.0,0.0,0.0,113804,30.5,,S
0.0,3.0,female,21.0,0.0,0.0,364846,7.75,,Q
0.0,3.0,male,22.0,0.0,0.0,349252,7.8958,,S
0.0,3.0,male,18.0,0.0,0.0,347078,7.75,,S
1.0,1.0,female,36.0,0.0,0.0,PC 17760,135.6333,C32,C
0.0,1.0,male,47.0,0.0,0.0,111320,38.5,E63,S
0.0,3.0,male,17.0,0.0,0.0,315090,8.6625,,S
0.0,2.0,male,27.0,0.0,0.0,211536,13.0,,S
0.0,3.0,male,28.0,0.0,0.0,345783,9.5,,S
1.0,1.0,male,36.0,0.0,0.0,PC 17473,26.2875,E25,S
0.0,3.0,male,32.0,0.0,0.0,370376,7.75,,Q
0.0,3.0,male,40.0,1.0,4.0,347088,27.9,,S
1.0,1.0,male,42.0,1.0,0.0,11753,52.5542,D19,S
0.0,3.0,male,,0.0,0.0,394140,6.8583,,Q
1.0,3.0,female,22.0,1.0,1.0,3101298,12.2875,,S
0.0,3.0,male,,0.0,0.0,2664,7.225,,C
0.0,3.0,male,,0.0,0.0,2655,7.2292,F E46,C
0.0,1.0,male,,0.0,0.0,PC 17318,25.925,,S
1.0,1.0,female,23.0,0.0,1.0,11767,83.1583,C54,C
0.0,3.0,male,41.0,2.0,0.0,350026,14.1083,,S
0.0,3.0,male,,0.0,0.0,334912,7.7333,,Q
0.0,3.0,male,,0.0,0.0,AQ/4 3130,7.75,,Q
1.0,3.0,female,,1.0,0.0,376564,16.1,,S
0.0,3.0,male,34.5,0.0,0.0,2683,6.4375,,C
0.0,3.0,male,31.0,3.0,0.0,345763,18.0,,S
0.0,1.0,male,40.0,0.0,0.0,PC 17601,27.7208,,C
1.0,1.0,female,56.0,0.0,1.0,11767,83.1583,C50,C
1.0,2.0,female,36.0,0.0,0.0,27849,13.0,,S
1.0,1.0,female,33.0,0.0,0.0,113781,151.55,,S
0.0,2.0,male,25.0,1.0,0.0,236853,26.0,,S
1.0,3.0,female,,0.0,0.0,370370,7.75,,Q
0.0,3.0,male,23.0,0.0,0.0,349204,7.8958,,S
0.0,3.0,male,27.0,0.0,0.0,315154,8.6625,,S
1.0,3.0,female,,0.0,0.0,335432,7.7333,,Q
1.0,3.0,male,6.0,0.0,1.0,392096,12.475,E121,S
0.0,3.0,male,34.0,0.0,0.0,364506,8.05,,S
0.0,2.0,male,39.0,0.0,0.0,250655,26.0,,S
0.0,3.0,male,22.0,0.0,0.0,347065,7.775,,S
1.0,3.0,male,26.0,0.0,0.0,2699,18.7875,,C
0.0,3.0,male,,0.0,0.0,365235,7.75,,Q
0.0,3.0,female,18.0,0.0,1.0,2691,14.4542,,C
0.0,2.0,male,54.0,0.0,0.0,28403,26.0,,S
0.0,1.0,female,2.0,1.0,2.0,113781,151.55,C22 C26,S
0.0,3.0,male,35.0,0.0,0.0,SOTON/O.Q. 3101310,7.05,,S
0.0,2.0,male,60.0,1.0,1.0,29750,39.0,,S
1.0,1.0,female,21.0,0.0,0.0,13502,77.9583,D9,S
0.0,3.0,male,,0.0,0.0,312993,7.775,,S
1.0,3.0,female,22.0,0.0,0.0,334914,7.725,,Q
0.0,3.0,male,,0.0,0.0,349238,7.8958,,S
0.0,3.0,male,0.75,1.0,1.0,SOTON/O.Q. 3101315,13.775,,S
0.0,3.0,male,50.0,0.0,0.0,A/5 3594,8.05,,S
0.0,3.0,male,,0.0,0.0,343271,7.0,,S
0.0,3.0,male,18.0,1.0,0.0,3101267,6.4958,,S
1.0,3.0,male,18.0,0.0,0.0,A/5 3540,8.05,,S
0.0,3.0,male,17.0,0.0,0.0,315093,8.6625,,S
0.0,3.0,male,36.0,1.0,1.0,345773,24.15,,S
0.0,3.0,male,35.0,0.0,0.0,364512,8.05,,S
1.0,2.0,male,42.0,0.0,0.0,237798,13.0,,S
0.0,3.0,male,,0.0,0.0,349216,7.8958,,S
0.0,3.0,female,18.0,1.0,0.0,349237,17.8,,S
0.0,2.0,male,21.0,1.0,0.0,28134,11.5,,S
